Time (sec),Axis0 Target Position (m),Axis0 Actual Position (m),Axis0 Target Velocity (m/s),Axis0 Actual Velocity (m/s),Axis0 Control Output (%),Axis0 Status Bits
0.406,10,10.0003939,0,0.011681576,0.479636163,16#0C202241
0.407,10,10.0003548,0,0.011082563,0.47984314,16#0C202241
0.408,10,10.0005512,0,0.009864557,0.477486938,16#0C202241
0.409,10,10.000473,0,0.010297538,0.477069825,16#0C202241
0.41,10,10.000433,0,0.014302079,0.477238268,16#0C202241
0.411,10,10.000433,0,0.018957544,0.477239341,16#0C202241
0.412,10,10.000473,0,0.019317865,0.476663083,16#0C202241
0.413,10,10.000473,0,0.014680888,0.476258576,16#0C202241
0.414,10,10.000433,0,0.008158925,0.476433843,16#0C202241
0.415,10,10.0005512,0,0.00275271,0.47499758,16#0C202241
0.416,10,10.0005512,0,0.00083612,0.474118292,16#0C202241
0.417,10,10.000433,0,0.003554778,0.474977016,16#0C202241
0.418,10,10.0005121,0,0.00805263,0.474381894,16#0C202241
0.419,10,10.000473,0,0.009701643,0.474435776,16#0C202241
0.42,10,10.0005903,0,0.007756971,0.47293815,16#0C202241
0.421,10,10.0005512,0,0.005656841,0.472494572,16#0C202241
0.422,10,10.0005903,0,0.006646658,0.471668452,16#0C202241
0.423,10,10.0005512,0,0.010542076,0.471583039,16#0C202241
0.424,10,10.0005512,0,0.01430181,0.471424401,16#0C202241
0.425,10,10.0006304,0,0.015254172,0.470262259,16#0C202241
0.426,10,10.0006304,0,0.013873325,0.46951291,16#0C202241
0.427,10,10.000473,0,0.012012847,0.470901251,16#0C202241
0.428,10,10.0006304,0,0.009010324,0.46962747,16#0C202241
0.429,10,10.0005903,0,0.003996348,0.469306767,16#0C202241
0.43,10,10.0006304,0,-0.000360758,0.468526453,16#0C202241
0.431,10,10.0005903,0,-0.001140994,0.468468994,16#0C202241
0.432,10,10.0006695,0,0.001417389,0.467352688,16#0C202241
0.433,10,10.0007486,0,0.006198999,0.465655386,16#0C202241
0.434,10,10.0006304,0,0.012932106,0.466037244,16#0C202241
0.435,10,10.0006695,0,0.01952653,0.46563521,16#0C202241
0.436,10,10.0007486,0,0.022236032,0.464318961,16#0C202241
0.437,10,10.0007486,0,0.020741625,0.463463157,16#0C202241
0.438,10,10.0006695,0,0.017953653,0.463817567,16#0C202241
0.439,10,10.0007086,0,0.014718108,0.463392884,16#0C202241
0.44,10,10.0007486,0,0.010089427,0.462532908,16#0C202241
0.441,10,10.0007486,0,0.005277909,0.461920559,16#0C202241
0.442,10,10.0008659,0,0.003407071,0.460010976,16#0C202241
0.443,10,10.0007877,0,0.0065922,0.45976755,16#0C202241
0.444,10,10.0007877,0,0.013501539,0.459476054,16#0C202241
0.445,10,10.0007877,0,0.019342145,0.459158987,16#0C202241
0.446,10,10.0007486,0,0.019763604,0.459304661,16#0C202241
0.447,10,10.000906,0,0.014697107,0.457311481,16#0C202241
0.448,10,10.0008268,0,0.008481296,0.457026809,16#0C202241
0.449,10,10.0008268,0,0.00558649,0.456705332,16#0C202241
0.45,10,10.0008659,0,0.006168616,0.455887854,16#0C202241
0.451,10,10.0007877,0,0.007500666,0.456226975,16#0C202241
0.452,10,10.0008659,0,0.007421607,0.455293417,16#0C202241
0.453,10,10.000906,0,0.005878107,0.454129696,16#0C202241
0.454,10,10.0008659,0,0.005029038,0.453811139,16#0C202241
0.455,10,10.0008659,0,0.006255818,0.453463525,16#0C202241
0.456,10,10.0009451,0,0.008374755,0.45213595,16#0C202241
0.457,10,10.0008659,0,0.010140522,0.452198356,16#0C202241
0.458,10,10.0009842,0,0.011444076,0.450613111,16#0C202241
0.459,10,10.0009842,0,0.012831668,0.4495655,16#0C202241
0.46,10,10.0009842,0,0.015328163,0.448804766,16#0C202241
0.461,10,10.0009842,0,0.018696843,0.448197097,16#0C202241
0.462,10,10.0009842,0,0.020791756,0.447670996,16#0C202241
0.463,10,10.0009842,0,0.019763753,0.447188467,16#0C202241
0.464,10,10.0010242,0,0.015755247,0.446241111,16#0C202241
0.465,10,10.0010242,0,0.010783853,0.445525616,16#0C202241
0.466,10,10.0009842,0,0.006992888,0.445421904,16#0C202241
0.467,10,10.0010633,0,0.004909093,0.444200128,16#0C202241
0.468,10,10.0010242,0,0.004251712,0.443806738,16#0C202241
0.469,10,10.0010633,0,0.005019061,0.442910284,16#0C202241
0.47,10,10.0009842,0,0.00649125,0.443178475,16#0C202241
0.471,10,10.0010633,0,0.006951452,0.442155123,16#0C202241
0.472,10,10.0010633,0,0.00575769,0.441391051,16#0C202241
0.473,10,10.0010242,0,0.00422271,0.441241801,16#0C202241
0.474,10,10.0011024,0,0.003557405,0.439999193,16#0C202241
0.475,10,10.0010633,0,0.003997697,0.43958661,16#0C202241
0.476,10,10.0010633,0,0.005375214,0.439148337,16#0C202241
0.477,10,10.0010242,0,0.006446637,0.439172894,16#0C202241
0.478,10,10.0010633,0,0.005437181,0.438499451,16#0C202241
0.479,10,10.0011024,0,0.002506125,0.437445641,16#0C202241
0.48,10,10.0011024,0,0.00028817,0.43665728,16#0C202241
0.481,10,10.0011024,0,0.001119531,0.436010659,16#0C202241
0.482,10,10.0011024,0,0.004559902,0.435439497,16#0C202241
0.483,10,10.0011816,0,0.008618296,0.433944136,16#0C202241
0.484,10,10.0011415,0,0.012325881,0.433392107,16#0C202241
0.485,10,10.0011024,0,0.015192636,0.433339924,16#0C202241
0.486,10,10.0011816,0,0.015712189,0.432121426,16#0C202241
0.487,10,10.0011024,0,0.013079571,0.432193518,16#0C202241
0.488,10,10.0011024,0,0.008157986,0.432005852,16#0C202241
0.489,10,10.0012207,0,0.002408923,0.430238694,16#0C202241
0.49,10,10.0011024,0,-0.001749278,0.430486441,16#0C202241
0.491,10,10.0012207,0,-0.002236511,0.428951591,16#0C202241
0.492,10,10.0011024,0,0.00033014,0.429323286,16#0C202241
0.493,10,10.0011415,0,0.003281377,0.42881909,16#0C202241
0.494,10,10.0011415,0,0.004030658,0.428315878,16#0C202241
0.495,10,10.0011816,0,0.002345023,0.427325249,16#0C202241
0.496,10,10.0011024,0,0.000198364,0.427518845,16#0C202241
0.497,10,10.0011816,0,-0.001130262,0.426431566,16#0C202241
0.498,10,10.0011816,0,-0.001419231,0.425609112,16#0C202241
0.499,10,10.0011024,0,-0.00040787,0.425892502,16#0C202241
0.5,10,10.0011816,0,0.001088413,0.424853057,16#0C202241
0.501,10,10.0012598,0,0.002237789,0.423103243,16#0C202241
0.502,10,10.0011816,0,0.004519012,0.422864199,16#0C202241
0.503,10,10.0012207,0,0.00884326,0.422017902,16#0C202241
0.504,10,10.0012207,0,0.01303332,0.421316057,16#0C202241
0.505,10,10.0012207,0,0.01476615,0.420691222,16#0C202241
0.506,10,10.0012598,0,0.013879348,0.419631064,16#0C202241
0.507,10,10.0012207,0,0.01156708,0.419283479,16#0C202241
0.508,10,10.0012207,0,0.008802737,0.41884771,16#0C202241
0.509,10,10.0012207,0,0.005583435,0.418364823,16#0C202241
0.51,10,10.0012598,0,0.002079416,0.417380422,16#0C202241
0.511,10,10.0012207,0,-0.000496424,0.417073309,16#0C202241
0.512,10,10.0012207,0,-0.001368954,0.416659087,16#0C202241
0.513,10,10.0012598,0,-0.001138103,0.415711224,16#0C202241
0.514,10,10.0011816,0,-0.000632141,0.415900052,16#0C202241
0.515,10,10.0012207,0,-0.000594949,0.415281981,16#0C202241
0.516,10,10.0012598,0,-0.00146058,0.414225429,16#0C202241
0.517,10,10.0011816,0,-0.002347664,0.414356232,16#0C202241
0.518,10,10.0012598,0,-0.002312206,0.413230747,16#0C202241
0.519,10,10.0012207,0,-0.001475279,0.412848443,16#0C202241
0.52,10,10.0012598,0,3.23E-05,0.411917537,16#0C202241
0.521,10,10.0012207,0,0.002061368,0.411639035,16#0C202241
0.522,10,10.0012207,0,0.00368708,0.411240071,16#0C202241
0.523,10,10.0012207,0,0.003707278,0.410776854,16#0C202241
0.524,10,10.0012207,0,0.001850784,0.410279334,16#0C202241
0.525,10,10.0012989,0,-0.000500829,0.408810616,16#0C202241
0.526,10,10.0012989,0,-0.000730881,0.40776068,16#0C202241
0.527,10,10.0012598,0,0.002773653,0.407410592,16#0C202241
0.528,10,10.0012207,0,0.007958256,0.407441825,16#0C202241
0.529,10,10.0012207,0,0.010242522,0.407208115,16#0C202241
0.53,10,10.0012989,0,0.007397226,0.405880183,16#0C202241
0.531,10,10.0012598,0,0.002080188,0.405381739,16#0C202241
0.532,10,10.0011816,0,-0.00192717,0.405810326,16#0C202241
0.533,10,10.0012598,0,-0.004257364,0.404843658,16#0C202241
0.534,10,10.0011816,0,-0.006340095,0.405022472,16#0C202241
0.535,10,10.0012598,0,-0.008163555,0.403922617,16#0C202241
0.536,10,10.0012207,0,-0.008611791,0.403553933,16#0C202241
0.537,10,10.0012207,0,-0.007024446,0.403106838,16#0C202241
0.538,10,10.0012207,0,-0.004138746,0.402617931,16#0C202241
0.539,10,10.0012598,0,-0.001295137,0.401630312,16#0C202241
0.54,10,10.001339,0,0.001663074,0.399880499,16#0C202241
0.541,10,10.0011816,0,0.0057882,0.400589705,16#0C202241
0.542,10,10.0012598,0,0.00965633,0.399772853,16#0C202241
0.543,10,10.0012989,0,0.010344033,0.398602188,16#0C202241
0.544,10,10.0011816,0,0.007768738,0.399140537,16#0C202241
0.545,10,10.0011816,0,0.00319189,0.399185389,16#0C202241
0.546,10,10.0012598,0,-0.003212796,0.398014069,16#0C202241
0.547,10,10.0012598,0,-0.009313404,0.397130817,16#0C202241
0.548,10,10.0012598,0,-0.011013771,0.396401167,16#0C202241
0.549,10,10.0011816,0,-0.007393078,0.396706372,16#0C202241
0.55,10,10.0011415,0,-0.00258231,0.397114903,16#0C202241
0.551,10,10.0011816,0,-0.001731046,0.396610618,16#0C202241
0.552,10,10.0012598,0,-0.005379247,0.39514637,16#0C202241
0.553,10,10.0012598,0,-0.008559259,0.394106835,16#0C202241
0.554,10,10.0011816,0,-0.00670641,0.394246668,16#0C202241
0.555,10,10.0012207,0,-0.001053974,0.39360249,16#0C202241
0.556,10,10.0011816,0,0.003672413,0.39348489,16#0C202241
0.557,10,10.0012207,0,0.004721851,0.392703354,16#0C202241
0.558,10,10.0012207,0,0.00283562,0.392036021,16#0C202241
0.559,10,10.0012598,0,0.000623129,0.390953183,16#0C202241
0.56,10,10.0012207,0,0.000346368,0.390593559,16#0C202241
0.561,10,10.0011816,0,0.001864531,0.390627712,16#0C202241
0.562,10,10.0012598,0,0.002982656,0.389450729,16#0C202241
0.563,10,10.0011816,0,0.002431675,0.389517277,16#0C202241
0.564,10,10.0012989,0,0.001141478,0.3878811,16#0C202241
0.565,10,10.0012598,0,0.001013817,0.387218207,16#0C202241
0.566,10,10.0012207,0,0.003096145,0.387082636,16#0C202241
0.567,10,10.0012207,0,0.005738625,0.386759937,16#0C202241
0.568,10,10.0012598,0,0.006149044,0.38586092,16#0C202241
0.569,10,10.0012598,0,0.00417662,0.385122925,16#0C202241
0.57,10,10.0012207,0,0.001899655,0.38494727,16#0C202241
0.571,10,10.0011816,0,5.66E-05,0.385079592,16#0C202241
0.572,10,10.0012598,0,-0.002338585,0.383954912,16#0C202241
0.573,10,10.0011816,0,-0.005211025,0.384049386,16#0C202241
0.574,10,10.0012598,0,-0.007042509,0.382904589,16#0C202241
0.575,10,10.0011816,0,-0.006916151,0.382988304,16#0C202241
0.576,10,10.0012207,0,-0.005339247,0.382314116,16#0C202241
0.577,10,10.0012207,0,-0.003478442,0.381704122,16#0C202241
0.578,10,10.0011816,0,-0.002051796,0.381604731,16#0C202241
0.579,10,10.0011816,0,-0.001527727,0.38130933,16#0C202241
0.58,10,10.0011816,0,-0.002489937,0.380909353,16#0C202241
0.581,10,10.0012207,0,-0.004446771,0.379977196,16#0C202241
0.582,10,10.0012207,0,-0.005431966,0.379229516,16#0C202241
0.583,10,10.0011816,0,-0.003971452,0.379056662,16#0C202241
0.584,10,10.0011415,0,-0.001254126,0.379210204,16#0C202241
0.585,10,10.0011816,0,-0.000196926,0.378569812,16#0C202241
0.586,10,10.0011816,0,-0.001874908,0.377985835,16#0C202241
0.587,10,10.0011024,0,-0.004755384,0.378396451,16#0C202241
0.588,10,10.0011816,0,-0.007471927,0.377424896,16#0C202241
0.589,10,10.0011024,0,-0.009591099,0.377628654,16#0C202241
0.59,10,10.0011816,0,-0.01048017,0.37654677,16#0C202241
0.591,10,10.0012207,0,-0.009058726,0.375250787,16#0C202241
0.592,10,10.0011816,0,-0.004219677,0.374785423,16#0C202241
0.593,10,10.0011816,0,0.003226788,0.374294847,16#0C202241
0.594,10,10.0012598,0,0.010199913,0.372837842,16#0C202241
0.595,10,10.0011816,0,0.014518953,0.372755021,16#0C202241
0.596,10,10.0012989,0,0.016133839,0.371039152,16#0C202241
0.597,10,10.0011816,0,0.015735187,0.371286631,16#0C202241
0.598,10,10.0011816,0,0.013352598,0.371176332,16#0C202241
0.599,10,10.0011816,0,0.008003883,0.37087509,16#0C202241
0.6,10,10.0011816,0,-6.97E-05,0.370472014,16#0C202241
0.601,10,10.0011816,0,-0.008121681,0.370014608,16#0C202241
0.602,10,10.0011816,0,-0.013143825,0.369528204,16#0C202241
0.603,10,10.0011415,0,-0.014114154,0.369514436,16#0C202241
0.604,10,10.0012207,0,-0.011961483,0.368308425,16#0C202241
0.605,10,10.0011415,0,-0.008023405,0.368379146,16#0C202241
0.606,10,10.0012207,0,-0.003375784,0.367218226,16#0C202241
0.607,10,10.0011024,0,0.000596441,0.367789477,16#0C202241
0.608,10,10.0011816,0,0.002244391,0.366903603,16#0C202241
0.609,10,10.0011816,0,0.001121314,0.366188586,16#0C202241
0.61,10,10.0011024,0,-0.001274926,0.366529316,16#0C202241
0.611,10,10.0011816,0,-0.003550278,0.365520447,16#0C202241
0.612,10,10.0011415,0,-0.00527001,0.365227908,16#0C202241
0.613,10,10.0011024,0,-0.006016722,0.365314126,16#0C202241
0.614,10,10.0011024,0,-0.006327159,0.365134031,16#0C202241
0.615,10,10.0011024,0,-0.007481986,0.364811808,16#0C202241
0.616,10,10.0011816,0,-0.009015632,0.363449275,16#0C202241
0.617,10,10.0011024,0,-0.00864538,0.363444537,16#0C202241
0.618,10,10.0011816,0,-0.005189075,0.362251341,16#0C202241
0.619,10,10.0011024,0,-1.69E-05,0.362336963,16#0C202241
0.62,10,10.0011024,0,0.00415889,0.362156481,16#0C202241
0.621,10,10.0011024,0,0.004901287,0.361834109,16#0C202241
0.622,10,10.0011024,0,0.001804926,0.36143598,16#0C202241
0.623,10,10.0011816,0,-0.00267532,0.360032916,16#0C202241
0.624,10,10.0010633,0,-0.005176182,0.360483021,16#0C202241
0.625,10,10.0012207,0,-0.00432944,0.358587623,16#0C202241
0.626,10,10.0011024,0,-0.000871009,0.358767033,16#0C202241
0.627,10,10.0011024,0,0.003376437,0.358636588,16#0C202241
0.628,10,10.0010633,0,0.005280206,0.358817339,16#0C202241
0.629,10,10.0010633,0,0.00231189,0.358695626,16#0C202241
0.63,10,10.0011816,0,-0.004155671,0.356971651,16#0C202241
0.631,10,10.0011024,0,-0.009120819,0.356774062,16#0C202241
0.632,10,10.0010633,0,-0.009027379,0.356918991,16#0C202241
0.633,10.0000057,10.0011024,0.011881851,-0.005670868,0.395991951,16#0C202040
0.634,10.0000238,10.0009842,0.023768196,-0.003288019,0.402750313,16#0C202040
0.635,10.0000534,10.0011024,0.035659038,-0.004189904,0.407699168,16#0C202040
0.636,10.0000954,10.0009842,0.047554378,-0.007748525,0.414698333,16#0C202040
0.637,10.0001488,10.0009842,0.059454214,-0.012019671,0.42152372,16#0C202040
0.638,10.0002136,10.0010242,0.071358547,-0.015873088,0.427919716,16#0C202040
0.639,10.0002909,10.0009451,0.083267391,-0.01851465,0.435696334,16#0C202040
0.64,10.0003805,10.0009842,0.095180735,-0.019125121,0.442952722,16#0C202040
0.641,10.0004816,10.0010633,0.107098579,-0.017342961,0.449594319,16#0C202040
0.642,10.0005951,10.0010633,0.119020939,-0.012061991,0.457028955,16#0C202040
0.643,10.00072,10.0009842,0.130947798,-0.002871753,0.466014951,16#0C202040
0.644,10.0008564,10.000906,0.142879188,0.006209349,0.475999206,16#0C202040
0.645,10.0010052,10.0010242,0.154815078,0.009037668,0.484550714,16#0C202040
0.646,10.0011663,10.0010242,0.166755468,0.004758461,0.493476212,16#0C202040
0.647,10.001339,10.0009842,0.178700402,-0.001221386,0.503491282,16#0C202040
0.648,10.001524,10.0009842,0.190649837,-0.004397294,0.513795197,16#0C202040
0.649,10.0017204,10.000906,0.202603787,-0.005217735,0.525384605,16#0C202040
0.65,10.0019293,10.0009451,0.214562252,-0.006457279,0.536438763,16#0C202040
0.651,10.0021496,10.0009451,0.226525247,-0.009345051,0.547859073,16#0C202040
0.652,10.0023823,10.0010242,0.238492757,-0.011880154,0.558707595,16#0C202040
0.653,10.0026264,10.0009842,0.250464827,-0.010648998,0.570875466,16#0C202040
0.654,10.002883,10.000906,0.262441367,-0.005058798,0.584422469,16#0C202040
0.655,10.0031509,10.000906,0.274422497,0.000736645,0.597961307,16#0C202040
0.656,10.0034313,10.0009842,0.286408097,0.00216724,0.610750079,16#0C202040
0.657,10.0037241,10.0009842,0.298398286,-9.92E-05,0.624284983,16#0C202040
0.658,10.0040283,10.0008659,0.310392976,-0.002195544,0.639859378,16#0C202040
0.659,10.0043449,10.000906,0.322392166,-0.003395051,0.654831707,16#0C202040
0.66,10.004673,10.0009842,0.334395945,-0.005374173,0.669215143,16#0C202040
0.661,10.0050135,10.000906,0.346404225,-0.00717505,0.685393274,16#0C202040
0.662,10.0053663,10.0009842,0.358417064,-0.006405298,0.700861335,16#0C202040
0.663,10.0057306,10.0009842,0.370434433,-0.002656574,0.717099965,16#0C202040
0.664,10.0061073,10.0009842,0.382456362,0.003106342,0.733976781,16#0C202040
0.665,10.0064955,10.0009842,0.394482821,0.009236418,0.751411438,16#0C202040
0.666,10.006896,10.0009842,0.40651381,0.013476067,0.769375682,16#0C202040
0.667,10.007308,10.0010633,0.418549329,0.014712562,0.786880374,16#0C202040
0.668,10.0077333,10.0009842,0.430589437,0.013977017,0.806300938,16#0C202040
0.669,10.0081692,10.0011024,0.442634076,0.012885596,0.824570358,16#0C202040
0.67,10.0086184,10.0010242,0.454683244,0.012321232,0.844848454,16#0C202040
0.671,10.009079,10.0009451,0.466736943,0.011742313,0.866458237,16#0C202040
0.672,10.009552,10.0010633,0.478795201,0.008953819,0.886635959,16#0C202040
0.673,10.0100365,10.0010242,0.490858048,0.003485285,0.908180177,16#0C202040
0.674,10.0105333,10.0010242,0.502925396,-0.0016254,0.930236459,16#0C202040
0.675,10.0110426,10.0011415,0.514997363,-0.003343758,0.951390684,16#0C202040
0.676,10.0115633,10.0011415,0.527073801,-7.46E-05,0.973713696,16#0C202040
0.677,10.0120964,10.0012207,0.539154828,0.00880211,0.995954633,16#0C202040
0.678,10.0126419,10.0012989,0.551240444,0.021985902,1.01840866,16#0C202040
0.679,10.0131989,10.0014572,0.563330591,0.037404023,1.04023647,16#0C202040
0.68,10.0137682,10.0014572,0.575425208,0.053889107,1.06389308,16#0C202040
0.681,10.0143499,10.0015745,0.587524474,0.069704481,1.08736491,16#0C202040
0.682,10.0149431,10.0016537,0.599628329,0.081873849,1.11143851,16#0C202040
0.683,10.0155497,10.0016928,0.611736655,0.088419989,1.13659036,16#0C202040
0.684,10.0161667,10.001811,0.62384963,0.089362353,1.16159844,16#0C202040
0.685,10.0167971,10.0019684,0.635967016,0.086698592,1.18631911,16#0C202040
0.686,10.0174389,10.0021257,0.648089051,0.084919155,1.21112406,16#0C202040
0.687,10.0180931,10.0023623,0.660215676,0.089482941,1.23526084,16#0C202040
0.688,10.0187597,10.002717,0.672346771,0.104657426,1.25783777,16#0C202000
0.689,10.0194378,10.0033464,0.684482515,0.134753361,1.2764405,16#0C202000
0.69,10.0201283,10.0038977,0.696622789,0.18597579,1.29403818,16#0C202000
0.691,10.0208311,10.0046062,0.708767593,0.26273182,1.30936241,16#0C202000
0.692,10.0215454,10.0047636,0.720916986,0.358964473,1.33033013,16#0C202000
0.693,10.0222731,10.004921,0.73307091,0.451491803,1.35458624,16#0C202000
0.694,10.0230122,10.0050392,0.745229363,0.505923748,1.38133073,16#0C202000
0.695,10.0237637,10.0052757,0.757392406,0.497837991,1.4082408,16#0C202000
0.696,10.0245266,10.0057878,0.769560039,0.432087243,1.43212748,16#0C202000
0.697,10.0253029,10.0061026,0.781732202,0.34209764,1.45702147,16#0C202000
0.698,10.0260906,10.0064564,0.793908894,0.268743217,1.48221183,16#0C202000
0.699,10.0268898,10.0066929,0.806090176,0.235713705,1.50921881,16#0C202000
0.7,10.0277023,10.0068903,0.818275988,0.240803957,1.5379504,16#0C202000
0.701,10.0285273,10.0072832,0.83046639,0.265374213,1.56549835,16#0C202000
0.702,10.0293636,10.0076771,0.842661321,0.291294843,1.59263217,16#0C202000
0.703,10.0302124,10.00811,0.854860842,0.311974823,1.61931133,16#0C202000
0.704,10.0310736,10.0086613,0.867064893,0.330894172,1.6445446,16#0C202000
0.705,10.0319462,10.0087795,0.879273415,0.352883369,1.67448604,16#0C202000
0.706,10.0328312,10.0091734,0.891486585,0.375312448,1.70388782,16#0C202000
0.707,10.0337296,10.0096064,0.903704286,0.389095724,1.7327894,16#0C202000
0.708,10.0346394,10.0101967,0.915926456,0.391210407,1.75974274,16#0C202000
0.709,10.0355616,10.0106697,0.928153276,0.390699297,1.78730392,16#0C202000
0.71,10.0364952,10.0109453,0.940384567,0.398347646,1.81782722,16#0C202000
0.711,10.0374422,10.0114174,0.952620447,0.414261907,1.84783554,16#0C202000
0.712,10.0384007,10.0118113,0.964860857,0.429538697,1.87876022,16#0C202000
0.713,10.0393715,10.0124407,0.977105796,0.438023806,1.90757084,16#0C202000
0.714,10.0403547,10.0128746,0.989355326,0.442308635,1.93785822,16#0C202000
0.715,10.0413504,10.0134249,1.00160933,0.448996067,1.96778047,16#0C202000
0.716,10.0423584,10.0137405,1.01386786,0.460633427,2.00332165,16#0C202000
0.717,10.0433779,10.0142126,1.02613103,0.472623914,2.18166542,16#0C202000
0.718,10.0444107,10.0148821,1.0383985,0.478837401,2.34820557,16#0C202000
0.719,10.045455,10.0154333,1.05067074,0.480633616,2.51746368,16#0C202000
0.72,10.0465117,10.0160236,1.06294739,0.486485332,2.68695831,16#0C202000
0.721,10.0475807,10.0165358,1.07522857,0.502020419,2.86311245,16#0C202000
0.722,10.0486622,10.0172052,1.08751428,0.525070786,3.0338335,16#0C202000
0.723,10.0497561,10.0180712,1.09980452,0.551475108,3.18990707,16#0C202000
0.724,10.0508614,10.0189762,1.11209929,0.583207726,3.33659267,16#0C202000
0.725,10.05198,10.0200005,1.12439859,0.628385305,3.47147942,16#0C202000
0.726,10.0531101,10.0209055,1.1367023,0.692941368,3.60884762,16#0C202000
0.727,10.0542536,10.0219297,1.14901066,0.773305833,3.7407732,16#0C202000
0.728,10.0554085,10.0230713,1.16132331,0.857949018,3.86291218,16#0C202000
0.729,10.0565758,10.0241737,1.17364061,0.935968161,3.98326492,16#0C202000
0.73,10.0577555,10.0254335,1.18596244,1.00276148,4.09313011,16#0C202000
0.731,10.0589476,10.0267715,1.19828868,1.05983365,4.19294548,16#0C202000
0.732,10.0601521,10.0282288,1.21061945,1.11338937,4.280159,16#0C202000
0.733,10.0613689,10.029685,1.22295463,1.17145884,4.3612566,16#0C202000
